home_team,away_team,home_goals,away_goals,result,season
Burnley   ,West Ham United  ,2,0,H,2018-2019
Crystal Palace   ,Chelsea  ,0,1,A,2018-2019
Manchester United   ,AFC Bournemouth  ,4,1,H,2018-2019
Southampton   ,Manchester City  ,1,3,A,2018-2019
Arsenal   ,Fulham  ,4,1,H,2018-2019
Cardiff City   ,Tottenham Hotspur  ,0,3,A,2018-2019
Everton    ,Leicester City  ,0,1,A,2018-2019
AFC Bournemouth   ,Watford  ,3,3,D,2018-2019
Chelsea   ,Southampton  ,0,0,D,2018-2019
Huddersfield Town AFC   ,Burnley  ,1,2,A,2018-2019
Newcastle United   ,Manchester United  ,0,2,A,2018-2019
West Ham United   ,Brighton and Hove Albion  ,2,2,D,2018-2019
Wolverhampton Wanderers   ,Crystal Palace  ,0,2,A,2018-2019
Manchester City   ,Liverpool  ,2,1,H,2018-2019
Brighton and Hove Albion   ,Liverpool  ,0,1,A,2018-2019
Burnley   ,Fulham  ,2,1,H,2018-2019
Cardiff City   ,Huddersfield Town AFC  ,0,0,D,2018-2019
Chelsea   ,Newcastle United  ,2,1,H,2018-2019
Crystal Palace   ,Watford  ,1,2,A,2018-2019
Leicester City   ,Southampton  ,1,2,A,2018-2019
West Ham United   ,Arsenal  ,1,0,H,2018-2019
Everton    ,AFC Bournemouth  ,2,0,H,2018-2019
Tottenham Hotspur   ,Manchester United  ,0,1,A,2018-2019
Manchester City   ,Wolverhampton Wanderers  ,3,0,H,2018-2019
Arsenal   ,Chelsea  ,2,0,H,2018-2019
AFC Bournemouth   ,West Ham United  ,2,0,H,2018-2019
Liverpool   ,Crystal Palace  ,4,3,H,2018-2019
Manchester United   ,Brighton and Hove Albion  ,2,1,H,2018-2019
Newcastle United   ,Cardiff City  ,3,0,H,2018-2019
Southampton   ,Everton   ,2,1,H,2018-2019
Watford   ,Burnley  ,0,0,D,2018-2019
Wolverhampton Wanderers   ,Leicester City  ,4,3,H,2018-2019
Fulham   ,Tottenham Hotspur  ,1,2,A,2018-2019
Huddersfield Town AFC   ,Manchester City  ,0,3,A,2018-2019
Arsenal   ,Cardiff City  ,2,1,H,2018-2019
Fulham   ,Brighton and Hove Albion  ,4,2,H,2018-2019
Huddersfield Town AFC   ,Everton   ,0,1,A,2018-2019
Manchester United   ,Burnley  ,2,2,D,2018-2019
Newcastle United   ,Manchester City  ,2,1,H,2018-2019
Wolverhampton Wanderers   ,West Ham United  ,3,0,H,2018-2019
AFC Bournemouth   ,Chelsea  ,4,0,H,2018-2019
Liverpool   ,Leicester City  ,1,1,D,2018-2019
Southampton   ,Crystal Palace  ,1,1,D,2018-2019
Tottenham Hotspur   ,Watford  ,2,1,H,2018-2019
Brighton and Hove Albion   ,Watford  ,0,0,D,2018-2019
Burnley   ,Southampton  ,1,1,D,2018-2019
Cardiff City   ,AFC Bournemouth  ,2,0,H,2018-2019
Chelsea   ,Huddersfield Town AFC  ,5,0,H,2018-2019
Crystal Palace   ,Fulham  ,2,0,H,2018-2019
Everton    ,Wolverhampton Wanderers  ,1,3,A,2018-2019
Tottenham Hotspur   ,Newcastle United  ,1,0,H,2018-2019
Leicester City   ,Manchester United  ,0,1,A,2018-2019
Manchester City   ,Arsenal  ,3,1,H,2018-2019
West Ham United   ,Liverpool  ,1,1,D,2018-2019
Everton    ,Manchester City  ,0,2,A,2018-2019
Brighton and Hove Albion   ,Burnley  ,1,3,A,2018-2019
Crystal Palace   ,West Ham United  ,1,1,D,2018-2019
Fulham   ,Manchester United  ,0,3,A,2018-2019
Huddersfield Town AFC   ,Arsenal  ,1,2,A,2018-2019
Liverpool   ,AFC Bournemouth  ,3,0,H,2018-2019
Southampton   ,Cardiff City  ,1,2,A,2018-2019
Watford   ,Everton   ,1,0,H,2018-2019
Manchester City   ,Chelsea  ,6,0,H,2018-2019
Tottenham Hotspur   ,Leicester City  ,3,1,H,2018-2019
Wolverhampton Wanderers   ,Newcastle United  ,1,1,D,2018-2019
Cardiff City   ,Watford  ,1,5,A,2018-2019
West Ham United   ,Fulham  ,3,1,H,2018-2019
AFC Bournemouth   ,Wolverhampton Wanderers  ,1,1,D,2018-2019
Burnley   ,Tottenham Hotspur  ,2,1,H,2018-2019
Leicester City   ,Crystal Palace  ,1,4,A,2018-2019
Newcastle United   ,Huddersfield Town AFC  ,2,0,H,2018-2019
Arsenal   ,Southampton  ,2,0,H,2018-2019
Manchester United   ,Liverpool  ,0,0,D,2018-2019
Cardiff City   ,Everton   ,0,3,A,2018-2019
Huddersfield Town AFC   ,Wolverhampton Wanderers  ,1,0,H,2018-2019
Leicester City   ,Brighton and Hove Albion  ,2,1,H,2018-2019
Newcastle United   ,Burnley  ,2,0,H,2018-2019
Arsenal   ,AFC Bournemouth  ,5,1,H,2018-2019
Chelsea   ,Tottenham Hotspur  ,2,0,H,2018-2019
Crystal Palace   ,Manchester United  ,1,3,A,2018-2019
Liverpool   ,Watford  ,5,0,H,2018-2019
Manchester City   ,West Ham United  ,1,0,H,2018-2019
Southampton   ,Fulham  ,2,0,H,2018-2019
AFC Bournemouth   ,Manchester City  ,0,1,A,2018-2019
Brighton and Hove Albion   ,Huddersfield Town AFC  ,1,0,H,2018-2019
Burnley   ,Crystal Palace  ,1,3,A,2018-2019
Manchester United   ,Southampton  ,3,2,H,2018-2019
Tottenham Hotspur   ,Arsenal  ,1,1,D,2018-2019
West Ham United   ,Newcastle United  ,2,0,H,2018-2019
Wolverhampton Wanderers   ,Cardiff City  ,2,0,H,2018-2019
Everton    ,Liverpool  ,0,0,D,2018-2019
Fulham   ,Chelsea  ,1,2,A,2018-2019
Watford   ,Leicester City  ,2,1,H,2018-2019
Cardiff City   ,West Ham United  ,2,0,H,2018-2019
Crystal Palace   ,Brighton and Hove Albion  ,1,2,A,2018-2019
Huddersfield Town AFC   ,AFC Bournemouth  ,0,2,A,2018-2019
Leicester City   ,Fulham  ,3,1,H,2018-2019
Manchester City   ,Watford  ,3,1,H,2018-2019
Newcastle United   ,Everton   ,3,2,H,2018-2019
Southampton   ,Tottenham Hotspur  ,2,1,H,2018-2019
Arsenal   ,Manchester United  ,2,0,H,2018-2019
Chelsea   ,Wolverhampton Wanderers  ,1,1,D,2018-2019
Liverpool   ,Burnley  ,4,2,H,2018-2019
AFC Bournemouth   ,Newcastle United  ,2,2,D,2018-2019
Burnley   ,Leicester City  ,1,2,A,2018-2019
West Ham United   ,Huddersfield Town AFC  ,4,3,H,2018-2019
Everton    ,Chelsea  ,2,0,H,2018-2019
Fulham   ,Liverpool  ,1,2,A,2018-2019
Brighton and Hove Albion   ,Southampton  ,0,1,A,2018-2019
Burnley   ,Wolverhampton Wanderers  ,2,0,H,2018-2019
Crystal Palace   ,Huddersfield Town AFC  ,1,2,A,2018-2019
Fulham   ,Manchester City  ,0,1,A,2018-2019
Leicester City   ,AFC Bournemouth  ,2,0,H,2018-2019
Manchester United   ,Watford  ,2,0,H,2018-2019
West Ham United   ,Everton   ,0,2,A,2018-2019
Cardiff City   ,Chelsea  ,2,0,H,2018-2019
Liverpool   ,Tottenham Hotspur  ,2,1,H,2018-2019
Arsenal   ,Newcastle United  ,2,0,H,2018-2019
Watford   ,Fulham  ,4,1,H,2018-2019
Wolverhampton Wanderers   ,Manchester United  ,2,1,H,2018-2019
Chelsea   ,Brighton and Hove Albion  ,3,0,H,2018-2019
Manchester City   ,Cardiff City  ,2,0,H,2018-2019
Tottenham Hotspur   ,Crystal Palace  ,2,0,H,2018-2019
Southampton   ,Liverpool  ,1,3,A,2018-2019
AFC Bournemouth   ,Burnley  ,1,3,A,2018-2019
Huddersfield Town AFC   ,Leicester City  ,1,4,A,2018-2019
Newcastle United   ,Crystal Palace  ,0,1,A,2018-2019
Everton    ,Arsenal  ,1,0,H,2018-2019
Chelsea   ,West Ham United  ,2,0,H,2018-2019
Leicester City   ,Newcastle United  ,0,1,A,2018-2019
Brighton and Hove Albion   ,AFC Bournemouth  ,0,5,A,2018-2019
Burnley   ,Cardiff City  ,2,0,H,2018-2019
Fulham   ,Everton   ,2,0,H,2018-2019
Manchester United   ,West Ham United  ,2,1,H,2018-2019
Southampton   ,Wolverhampton Wanderers  ,3,1,H,2018-2019
Tottenham Hotspur   ,Huddersfield Town AFC  ,4,0,H,2018-2019
Crystal Palace   ,Manchester City  ,1,3,A,2018-2019
Liverpool   ,Chelsea  ,2,0,H,2018-2019
Watford   ,Arsenal  ,0,1,A,2018-2019
Brighton and Hove Albion   ,Cardiff City  ,0,2,A,2018-2019
AFC Bournemouth   ,Fulham  ,0,1,A,2018-2019
Huddersfield Town AFC   ,Watford  ,1,2,A,2018-2019
Manchester City   ,Tottenham Hotspur  ,1,0,H,2018-2019
Newcastle United   ,Southampton  ,3,1,H,2018-2019
West Ham United   ,Leicester City  ,2,2,D,2018-2019
Wolverhampton Wanderers   ,Brighton and Hove Albion  ,0,0,D,2018-2019
Arsenal   ,Crystal Palace  ,2,3,A,2018-2019
Cardiff City   ,Liverpool  ,0,2,A,2018-2019
Everton    ,Manchester United  ,4,0,H,2018-2019
Chelsea   ,Burnley  ,2,2,D,2018-2019
Tottenham Hotspur   ,Brighton and Hove Albion  ,1,0,H,2018-2019
Watford   ,Southampton  ,1,1,D,2018-2019
Manchester United   ,Manchester City  ,0,2,A,2018-2019
Wolverhampton Wanderers   ,Arsenal  ,3,1,H,2018-2019
Liverpool   ,Huddersfield Town AFC  ,5,0,H,2018-2019
Brighton and Hove Albion   ,Newcastle United  ,1,1,D,2018-2019
Crystal Palace   ,Everton   ,0,0,D,2018-2019
Fulham   ,Cardiff City  ,1,0,H,2018-2019
Southampton   ,AFC Bournemouth  ,3,3,D,2018-2019
Tottenham Hotspur   ,West Ham United  ,0,1,A,2018-2019
Watford   ,Wolverhampton Wanderers  ,1,2,A,2018-2019
Burnley   ,Manchester City  ,0,1,A,2018-2019
Leicester City   ,Arsenal  ,3,0,H,2018-2019
Manchester United   ,Chelsea  ,1,1,D,2018-2019
Everton    ,Burnley  ,2,0,H,2018-2019
AFC Bournemouth   ,Tottenham Hotspur  ,1,0,H,2018-2019
Cardiff City   ,Crystal Palace  ,2,3,A,2018-2019
Newcastle United   ,Liverpool  ,2,3,A,2018-2019
West Ham United   ,Southampton  ,3,0,H,2018-2019
Wolverhampton Wanderers   ,Fulham  ,1,0,H,2018-2019
Arsenal   ,Brighton and Hove Albion  ,1,1,D,2018-2019
Chelsea   ,Watford  ,3,0,H,2018-2019
Huddersfield Town AFC   ,Manchester United  ,1,1,D,2018-2019
Manchester City   ,Leicester City  ,1,0,H,2018-2019
Brighton and Hove Albion   ,Manchester City  ,1,4,A,2018-2019
Burnley   ,Arsenal  ,1,3,A,2018-2019
Crystal Palace   ,AFC Bournemouth  ,5,3,H,2018-2019
Fulham   ,Newcastle United  ,0,4,A,2018-2019
Leicester City   ,Chelsea  ,0,0,D,2018-2019
Liverpool   ,Wolverhampton Wanderers  ,2,0,H,2018-2019
Manchester United   ,Cardiff City  ,0,2,A,2018-2019
Southampton   ,Huddersfield Town AFC  ,1,1,D,2018-2019
Tottenham Hotspur   ,Everton   ,2,2,D,2018-2019
Watford   ,West Ham United  ,1,4,A,2018-2019
Liverpool  ,Norwich City  ,4,1,H,2019-2020
West Ham United  ,Manchester City  ,0,5,A,2019-2020
AFC Bournemouth  ,Sheffield United  ,1,1,D,2019-2020
Burnley  ,Southampton  ,3,0,H,2019-2020
Crystal Palace  ,Everton   ,0,0,D,2019-2020
Watford  ,Brighton and Hove Albion  ,0,3,A,2019-2020
Tottenham Hotspur  ,Aston villa   ,3,1,H,2019-2020
Leicester City  ,Wolverhampton Wanderers  ,0,0,D,2019-2020
Newcastle United  ,Arsenal  ,0,1,A,2019-2020
Manchester United  ,Chelsea  ,4,0,H,2019-2020
Arsenal  ,Burnley  ,2,1,H,2019-2020
Aston villa   ,AFC Bournemouth  ,1,2,A,2019-2020
Brighton and Hove Albion  ,West Ham United  ,1,1,D,2019-2020
Everton   ,Watford  ,1,0,H,2019-2020
Norwich City  ,Newcastle United  ,3,1,H,2019-2020
Southampton  ,Liverpool  ,1,2,A,2019-2020
Manchester City  ,Tottenham Hotspur  ,2,2,D,2019-2020
Sheffield United  ,Crystal Palace  ,1,0,H,2019-2020
Chelsea  ,Leicester City  ,1,1,D,2019-2020
Wolverhampton Wanderers  ,Manchester United  ,1,1,D,2019-2020
Aston villa   ,Everton   ,2,0,H,2019-2020
Norwich City  ,Chelsea  ,2,3,A,2019-2020
Brighton and Hove Albion  ,Southampton  ,0,2,A,2019-2020
Manchester United  ,Crystal Palace  ,1,2,A,2019-2020
Sheffield United  ,Leicester City  ,1,2,A,2019-2020
Watford  ,West Ham United  ,1,3,A,2019-2020
Liverpool  ,Arsenal  ,3,1,H,2019-2020
AFC Bournemouth  ,Manchester City  ,1,3,A,2019-2020
Tottenham Hotspur  ,Newcastle United  ,0,1,A,2019-2020
Wolverhampton Wanderers  ,Burnley  ,1,1,D,2019-2020
Southampton  ,Manchester United  ,1,1,D,2019-2020
Chelsea  ,Sheffield United  ,2,2,D,2019-2020
Crystal Palace  ,Aston villa   ,1,0,H,2019-2020
Leicester City  ,AFC Bournemouth  ,3,1,H,2019-2020
Manchester City  ,Brighton and Hove Albion  ,4,0,H,2019-2020
Newcastle United  ,Watford  ,1,1,D,2019-2020
West Ham United  ,Norwich City  ,2,0,H,2019-2020
Burnley  ,Liverpool  ,0,3,A,2019-2020
Everton   ,Wolverhampton Wanderers  ,3,2,H,2019-2020
Arsenal  ,Tottenham Hotspur  ,2,2,D,2019-2020
Liverpool  ,Newcastle United  ,3,1,H,2019-2020
Brighton and Hove Albion  ,Burnley  ,1,1,D,2019-2020
Manchester United  ,Leicester City  ,1,0,H,2019-2020
Sheffield United  ,Southampton  ,0,1,A,2019-2020
Tottenham Hotspur  ,Crystal Palace  ,4,0,H,2019-2020
Wolverhampton Wanderers  ,Chelsea  ,2,5,A,2019-2020
Norwich City  ,Manchester City  ,3,2,H,2019-2020
AFC Bournemouth  ,Everton   ,3,1,H,2019-2020
Watford  ,Arsenal  ,2,2,D,2019-2020
Aston villa   ,West Ham United  ,0,0,D,2019-2020
Southampton  ,AFC Bournemouth  ,1,3,A,2019-2020
Leicester City  ,Tottenham Hotspur  ,2,1,H,2019-2020
Burnley  ,Norwich City  ,2,0,H,2019-2020
Everton   ,Sheffield United  ,0,2,A,2019-2020
Manchester City  ,Watford  ,8,0,H,2019-2020
Newcastle United  ,Brighton and Hove Albion  ,0,0,D,2019-2020
Crystal Palace  ,Wolverhampton Wanderers  ,1,1,D,2019-2020
West Ham United  ,Manchester United  ,2,0,H,2019-2020
Arsenal  ,Aston villa   ,3,2,H,2019-2020
Chelsea  ,Liverpool  ,1,2,A,2019-2020
Sheffield United  ,Liverpool  ,0,1,A,2019-2020
Aston villa   ,Burnley  ,2,2,D,2019-2020
AFC Bournemouth  ,West Ham United  ,2,2,D,2019-2020
Chelsea  ,Brighton and Hove Albion  ,2,0,H,2019-2020
Crystal Palace  ,Norwich City  ,2,0,H,2019-2020
Tottenham Hotspur  ,Southampton  ,2,1,H,2019-2020
Wolverhampton Wanderers  ,Watford  ,2,0,H,2019-2020
Everton   ,Manchester City  ,1,3,A,2019-2020
Leicester City  ,Newcastle United  ,5,0,H,2019-2020
Manchester United  ,Arsenal  ,1,1,D,2019-2020
Brighton and Hove Albion  ,Tottenham Hotspur  ,3,0,H,2019-2020
Burnley  ,Everton   ,1,0,H,2019-2020
Liverpool  ,Leicester City  ,2,1,H,2019-2020
Norwich City  ,Aston villa   ,1,5,A,2019-2020
Watford  ,Sheffield United  ,0,0,D,2019-2020
West Ham United  ,Crystal Palace  ,1,2,A,2019-2020
Arsenal  ,AFC Bournemouth  ,1,0,H,2019-2020
Manchester City  ,Wolverhampton Wanderers  ,0,2,A,2019-2020
Southampton  ,Chelsea  ,1,4,A,2019-2020
Newcastle United  ,Manchester United  ,1,0,H,2019-2020
Everton   ,West Ham United  ,2,0,H,2019-2020
Aston villa   ,Brighton and Hove Albion  ,2,1,H,2019-2020
AFC Bournemouth  ,Norwich City  ,0,0,D,2019-2020
Chelsea  ,Newcastle United  ,1,0,H,2019-2020
Leicester City  ,Burnley  ,2,1,H,2019-2020
Tottenham Hotspur  ,Watford  ,1,1,D,2019-2020
Wolverhampton Wanderers  ,Southampton  ,1,1,D,2019-2020
Crystal Palace  ,Manchester City  ,0,2,A,2019-2020
Manchester United  ,Liverpool  ,1,1,D,2019-2020
Sheffield United  ,Arsenal  ,1,0,H,2019-2020
Southampton  ,Leicester City  ,0,9,A,2019-2020
Manchester City  ,Aston villa   ,3,0,H,2019-2020
Brighton and Hove Albion  ,Everton   ,3,2,H,2019-2020
Watford  ,AFC Bournemouth  ,0,0,D,2019-2020
West Ham United  ,Sheffield United  ,1,1,D,2019-2020
Burnley  ,Chelsea  ,2,4,A,2019-2020
Newcastle United  ,Wolverhampton Wanderers  ,1,1,D,2019-2020
Arsenal  ,Crystal Palace  ,2,2,D,2019-2020
Liverpool  ,Tottenham Hotspur  ,2,1,H,2019-2020
Norwich City  ,Manchester United  ,1,3,A,2019-2020
Arsenal  ,Wolverhampton Wanderers  ,1,1,D,2019-2020
Aston villa   ,Liverpool  ,1,2,A,2019-2020
AFC Bournemouth  ,Manchester United  ,1,0,H,2019-2020
Brighton and Hove Albion  ,Norwich City  ,2,0,H,2019-2020
Manchester City  ,Southampton  ,2,1,H,2019-2020
Sheffield United  ,Burnley  ,3,0,H,2019-2020
Watford  ,Chelsea  ,1,2,A,2019-2020
West Ham United  ,Newcastle United  ,2,3,A,2019-2020
Crystal Palace  ,Leicester City  ,0,2,A,2019-2020
Everton   ,Tottenham Hotspur  ,1,1,D,2019-2020
Norwich City  ,Watford  ,0,2,A,2019-2020
Burnley  ,West Ham United  ,3,0,H,2019-2020
Chelsea  ,Crystal Palace  ,2,0,H,2019-2020
Leicester City  ,Arsenal  ,2,0,H,2019-2020
Newcastle United  ,AFC Bournemouth  ,2,1,H,2019-2020
Southampton  ,Everton   ,1,2,A,2019-2020
Tottenham Hotspur  ,Sheffield United  ,1,1,D,2019-2020
Liverpool  ,Manchester City  ,3,1,H,2019-2020
Manchester United  ,Brighton and Hove Albion  ,3,1,H,2019-2020
Wolverhampton Wanderers  ,Aston villa   ,2,1,H,2019-2020
Liverpool  ,Manchester City  ,3,1,H,
West Ham United,Tottenham Hotspur  ,2,3,A,
Arsenal  ,Southampton  ,2,2,D,
AFC Bournemouth  ,Wolverhampton Wanderers  ,1,2,A,
Brighton and Hove Albion  ,Leicester City  ,0,2,A,
Crystal Palace  ,Liverpool  ,1,2,A,
Everton   ,Norwich City  ,0,2,A,
Watford  ,Burnley  ,0,3,A,
Manchester City  ,Chelsea  ,2,1,H,
Sheffield United  ,Manchester United  ,3,3,D,
Aston villa   ,Newcastle United  ,2,0,H,
Newcastle United  ,Manchester City  ,2,2,D,
Burnley  ,Crystal Palace  ,0,2,A,
Chelsea  ,West Ham United  ,0,1,A,
Liverpool  ,Brighton and Hove Albion  ,2,1,H,
Tottenham Hotspur  ,AFC Bournemouth  ,3,2,H,
Southampton  ,Watford  ,2,1,H,
Norwich City  ,Arsenal  ,2,2,D,
Wolverhampton Wanderers  ,Sheffield United  ,1,1,D,
Leicester City  ,Everton   ,2,1,H,
Manchester United  ,Aston villa   ,2,2,D,
Crystal Palace  ,AFC Bournemouth  ,1,0,H,
Burnley  ,Manchester City  ,1,4,A,
Leicester City  ,Watford  ,2,0,H,
Wolverhampton Wanderers  ,West Ham United  ,2,0,H,
Manchester United  ,Tottenham Hotspur  ,2,1,H,
Chelsea  ,Aston villa   ,2,1,H,
Southampton  ,Norwich City  ,2,1,H,
Liverpool  ,Everton   ,5,2,H,
Sheffield United  ,Newcastle United  ,0,2,A,
Arsenal  ,Brighton and Hove Albion  ,1,2,A,
Everton   ,Chelsea  ,3,1,H,
AFC Bournemouth  ,Liverpool  ,0,3,A,
Tottenham Hotspur  ,Burnley  ,5,0,H,
Watford  ,Crystal Palace  ,0,0,D,
Manchester City  ,Manchester United  ,1,2,A,
Aston villa   ,Leicester City  ,1,4,A,
Norwich City  ,Sheffield United  ,1,2,A,
Brighton and Hove Albion  ,Wolverhampton Wanderers  ,2,2,D,
West Ham United,Arsenal  ,1,3,A,
Liverpool  ,Watford  ,2,0,H,
Burnley  ,Newcastle United  ,1,0,H,
Chelsea  ,AFC Bournemouth  ,0,1,A,
Leicester City  ,Norwich City  ,1,1,D,
Sheffield United  ,Aston villa   ,2,0,H,
Southampton  ,West Ham United  ,0,1,A,
Manchester United  ,Everton   ,1,1,D,
Wolverhampton Wanderers  ,Tottenham Hotspur  ,1,2,A,
Arsenal  ,Manchester City  ,0,3,A,
Crystal Palace  ,Brighton and Hove Albion  ,1,1,D,
Everton   ,Arsenal  ,0,0,D,
Aston villa   ,Southampton  ,1,3,A,
AFC Bournemouth  ,Burnley  ,0,1,A,
Brighton and Hove Albion  ,Sheffield United  ,0,1,A,
Newcastle United  ,Crystal Palace  ,1,0,H,
Norwich City  ,Wolverhampton Wanderers  ,1,2,A,
Manchester City  ,Leicester City  ,3,1,H,
Watford  ,Manchester United  ,2,0,H,
Tottenham Hotspur  ,Chelsea  ,0,2,A,
Tottenham Hotspur  ,Brighton and Hove Albion  ,2,1,H,
Aston villa   ,Norwich City  ,1,0,H,
AFC Bournemouth  ,Arsenal  ,1,1,D,
Chelsea  ,Southampton  ,0,2,A,
Crystal Palace  ,West Ham United  ,2,1,H,
Everton   ,Burnley  ,1,0,H,
Sheffield United  ,Watford  ,1,1,D,
Manchester United  ,Newcastle United  ,4,1,H,
Leicester City  ,Liverpool  ,0,4,A,
Wolverhampton Wanderers  ,Manchester City  ,3,2,H,
Brighton and Hove Albion  ,AFC Bournemouth  ,2,0,H,
Newcastle United  ,Everton   ,1,2,A,
Southampton  ,Crystal Palace  ,1,1,D,
Watford  ,Aston villa   ,3,0,H,
Norwich City  ,Tottenham Hotspur  ,2,2,D,
West Ham United,Leicester City  ,1,2,A,
Burnley  ,Manchester United  ,0,2,A,
Arsenal  ,Chelsea  ,1,2,A,
Liverpool  ,Wolverhampton Wanderers  ,1,0,H,
Manchester City  ,Sheffield United  ,2,0,H,
Brighton and Hove Albion  ,Chelsea  ,1,1,D,
Burnley  ,Aston villa   ,1,2,A,
Newcastle United  ,Leicester City  ,0,3,A,
Southampton  ,Tottenham Hotspur  ,1,0,H,
Watford  ,Wolverhampton Wanderers  ,2,1,H,
Manchester City  ,Everton   ,2,1,H,
Norwich City  ,Crystal Palace  ,1,1,D,
West Ham United,AFC Bournemouth  ,4,0,H,
Arsenal  ,Manchester United  ,2,0,H,
Liverpool  ,Sheffield United  ,2,0,H,
Sheffield United  ,West Ham United  ,1,0,H,
Crystal Palace  ,Arsenal  ,1,1,D,
Chelsea  ,Burnley  ,3,0,H,
Everton   ,Brighton and Hove Albion  ,1,0,H,
Leicester City  ,Southampton  ,1,2,A,
Manchester United  ,Norwich City  ,4,0,H,
Wolverhampton Wanderers  ,Newcastle United  ,1,1,D,
Tottenham Hotspur  ,Liverpool  ,0,1,A,
AFC Bournemouth  ,Watford  ,0,3,A,
Aston villa   ,Manchester City  ,1,6,A,
Watford  ,Tottenham Hotspur  ,0,0,D,
Arsenal  ,Sheffield United  ,1,1,D,
Brighton and Hove Albion  ,Aston villa   ,1,1,D,
Manchester City  ,Crystal Palace  ,2,2,D,
Norwich City  ,AFC Bournemouth  ,1,0,H,
Southampton  ,Wolverhampton Wanderers  ,2,3,A,
West Ham United,Everton   ,1,1,D,
Newcastle United  ,Chelsea  ,1,0,H,
Burnley  ,Leicester City  ,2,1,H,
Liverpool  ,Manchester United  ,2,0,H,
Aston villa   ,Watford  ,2,1,H,
AFC Bournemouth  ,Brighton and Hove Albion  ,3,1,H,
Everton   ,Newcastle United  ,2,2,D,
Sheffield United  ,Manchester City  ,0,1,A,
Crystal Palace  ,Southampton  ,0,2,A,
Chelsea  ,Arsenal  ,2,2,D,
Leicester City  ,West Ham United  ,4,1,H,
Tottenham Hotspur  ,Norwich City  ,2,1,H,
Manchester United  ,Burnley  ,0,2,A,
Wolverhampton Wanderers  ,Liverpool  ,1,2,A,
West Ham United,Liverpool  ,0,2,A,
Leicester City  ,Chelsea  ,2,2,D,
AFC Bournemouth  ,Aston villa   ,2,1,H,
Crystal Palace  ,Sheffield United  ,0,1,A,
Liverpool  ,Southampton  ,4,0,H,
Newcastle United  ,Norwich City  ,0,0,D,
Watford  ,Everton   ,2,3,A,
West Ham United,Brighton and Hove Albion  ,3,3,D,
Manchester United  ,Wolverhampton Wanderers  ,0,0,D,
